PERSON_ID,PERSON_TYPE,CRASH_RECORD_ID,VEHICLE_ID,SEX,AGE,AIRBAG_DEPLOYED,EJECTION,INJURY_CLASSIFICATION,DRIVER_ACTION,DRIVER_VISION,PHYSICAL_CONDITION,PEDPEDAL_ACTION,PEDPEDAL_VISIBILITY,PEDPEDAL_LOCATION,BAC_RESULT,BAC_RESULT VALUE,CELL_PHONE_USE,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,DOORING_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,geometry,YEAR,SEASON,SEX_R,SEASON_R,PERSON_TYPE_R,AIRBAG_DEPLOYED_R,INJURY_CLASSIFICATION_R,EJECTION_R
P405207,PASSENGER,d869769c9f1f9f54f062fb42aab96d268153e0e1e7654336a444750e1d8a9c4bffc76cdbcb646742d1be8de3e3d393d262abbbaee1a44b4c32d16e12beacca75,1745602.0,M,15.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2024-06-01 17:50:00,30,RAIN,DUSK,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",06/01/2024 05:53:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,,4,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17,7,6,41.76490125,-87.675355233,POINT (-87.675355233416 41.764901250375),POINT (1163754.0845678488 1857607.3959495947),2024,Summer,1.0,3,2,3.0,0.0,0.0
O1928473,DRIVER,d5b7cbbef5ef22ec2d3ee5231b10ed56901a9e8fb11dd227cf60c138b08274570585c5f5de863ed31fe3226908bc99dac209ec161e2ba2682fbf4bd52d9875fa,1837203.0,M,49.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2024-10-15 16:55:00,30,RAIN,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",10/15/2024 05:15:00 PM,NOT APPLICABLE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,3,10,41.939193925,-87.712338907,POINT (-87.712338906725 41.939193925102),POINT (1153205.159838486 1921044.0760050802),2024,Fall,1.0,4,1,2.0,0.0,0.0
O1788483,DRIVER,97b950841f7fa228c83eadea414744eff5298c5f85d303f3d9d76442349a67177531655d0e84b6c0d98b317452c8f0992a63d5b8ea4927e4015bf50aac441569,1703265.0,F,26.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-04-01 13:15:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,UNKNOWN INTERSECTION TYPE,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",04/01/2024 02:08:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,2,4,41.827583897,-87.682454442,POINT (-87.682454442461 41.827583896764),POINT (1161644.3847891896 1880433.8107431447),2024,Spring,0.0,2,1,3.0,0.0,0.0
O1903344,DRIVER,d072a8aeb61186d3b1f339b7000bb32ec068920a50cb5a466d73fd308a285327bcff61295ef713f5e0e436bb38b0519c106eed908469ea8c955fb94379d9acff,1813244.0,F,56.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,,,2024-09-04 05:45:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",09/10/2024 01:36:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5,4,9,41.779516038,-87.654646874,POINT (-87.654646873699 41.779516037968),POINT (1169361.5703709892 1862976.8070908983),2024,Fall,0.0,4,1,2.0,0.0,0.0
O1784082,DRIVER,8f399b9b004d263dcca08dc19a59850ae0d216af4a33c000a63b8becd7d453d6d89b568580279bfd2c1042124f2e2c6501c7c205308a4fb43062f7ee03cb719c,1698998.0,F,48.0,DID NOT DEPLOY,NONE,"REPORTED, NOT EVIDENT",NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-03-24 16:45:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",03/24/2024 05:10:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,,3,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,2.0,0.0,16,1,3,42.012114723,-87.70261339,POINT (-87.702613389816 42.012114723376),POINT (1155655.5648494468 1947636.0715615607),2024,Spring,0.0,2,1,2.0,2.0,0.0
O1741844,DRIVER,a286c22d2a61b7ebbd8d39f088189c428ba8122b0e80da56f1b62c1d70525506114439a457edc4e96ab354901e502d64302f231205e8de1691d9298d7fabef0d,1658296.0,M,32.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-01-16 15:15:00,30,UNKNOWN,UNKNOWN,REAR END,FOUR WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",01/16/2024 03:50:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,3,1,41.714118868,-87.643145408,POINT (-87.643145408182 41.71411886809),POINT (1172689.7542002168 1839171.6521971046),2024,Winter,1.0,1,1,3.0,0.0,0.0
O1904351,DRIVER,66b190c9e3f4c0aa7e36ab6e96bae76889e67a4b759da0a1fc30413692a20981004b399b8c7333f07ac86eff0ab2beb92cc4af4346196d9cf2d01285b061e946,1814181.0,F,37.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,DISREGARDED CONTROL DEVICES,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-09-11 16:00:00,30,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,"OVER $1,500",09/11/2024 04:45:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16,4,9,41.880406021,-87.648636396,POINT (-87.648636396232 41.880406020995),POINT (1170707.918266305 1899753.7011339285),2024,Fall,0.0,4,1,2.0,0.0,0.0
O1884177,DRIVER,bf56ca1e1ffa6b403784682a81167f33c9da3f82f669177b25d11e433bf1dca75fae200a6356787ddf555212d89a2d9e61c577382576be91eba21412956cef2d,1794954.0,M,65.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,FAILED TO YIELD,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-08-13 12:33:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",08/14/2024 12:00:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12,3,8,41.885631869,-87.630936552,POINT (-87.63093655239 41.885631869439),POINT (1175512.412204716 1901696.9492600781),2024,Summer,1.0,3,1,2.0,0.0,0.0
O1797848,DRIVER,9916ffd1b0d93191e36e1ad33037ad49014750b576cf94ebc89c238d1a7659ce39f28234a2a90c46bbf17ca08752b286b8dbfcc9d94aa2ef3049c2f524cee7ee,1712230.0,M,55.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-04-15 08:40:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,$500 OR LESS,04/15/2024 08:45:00 AM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,8,2,4,41.875390015,-87.735438705,POINT (-87.735438705211 41.875390014716),POINT (1147082.3864006882 1897749.2443231395),2024,Spring,1.0,2,1,2.0,0.0,0.0
O1852691,DRIVER,06697d6f248eb2838b7de68ed5168e700643abb3ef467a488211038e632850974421547b9f4b057b292b8feca591146bf39207025e5c3188507545a3d611ba3c,1764901.0,M,31.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2024-06-28 21:45:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",06/28/2024 10:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21,6,6,41.801385125,-87.669706922,POINT (-87.669706921852 41.801385125131),POINT (1165192.412310382 1870913.6951862162),2024,Summer,1.0,3,1,3.0,0.0,0.0
O1797490,DRIVER,854a8512d344d131aac98fc0d3303cd07467c532054a4d53c4447828824a9f10a6bcfb00fffbede24ddd2726f7715211ada1a030d89a1908c6ee1ca582f5798a,1711892.0,M,23.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,,,2024-04-14 16:50:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",04/14/2024 05:30:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,1,4,41.895606247,-87.71250488,POINT (-87.712504879751 41.895606246627),POINT (1153274.98343594 1905160.3596359252),2024,Spring,1.0,2,1,2.0,0.0,0.0
O1874589,DRIVER,58df418610dd1b9d2273e7043783c5220eb69d4a84cd156749f535f13354ae30b6dfc3a855ac383309fc1d66ddccef7753df59ab0fcef2793cca6e085d09e008,1785815.0,M,50.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-07-31 10:00:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",07/31/2024 10:11:00 AM,WEATHER,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,4,7,41.83670092,-87.730653229,POINT (-87.730653228821 41.836700920184),POINT (1148484.637875514 1883660.1731027265),2024,Summer,1.0,3,1,2.0,0.0,0.0
O1857479,DRIVER,0d481057a7d12c5c1bab15300c97a4b5cc301006d3bc6d3bbbefbe9963731a367cd654a1c401538d493d522a67dc6381d7d68b2d56663d5d82ad4291020dc723,1769500.0,M,47.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-07-06 02:00:00,35,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",07/06/2024 02:40:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,7,7,41.917872568,-87.677396303,POINT (-87.677396302778 41.917872568154),POINT (1162771.5436736352 1913345.3400128926),2024,Summer,1.0,3,1,3.0,0.0,0.0
O1829943,DRIVER,1d202ff0bcc5fd54e93883c6722e3aedd40da120a61f3a7da8e027dd675f06dd028464decfa07e9cd8c603dae28cc835d7ecf6896ef7c829a4a8fb1b3c86e487,1743112.0,F,57.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,OTHER,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2024-05-29 16:09:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,$500 OR LESS,05/29/2024 04:09:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,4,5,41.975667261,-87.725745549,POINT (-87.725745549224 41.975667260923),POINT (1149463.3384168518 1934308.9427740662),2024,Spring,0.0,2,1,3.0,0.0,0.0
O1939241,DRIVER,185593b935d96d50184f9284860a7bc58ae31d82ee1116738733bbad6152dc4ebeb0b3d25a047fad692e201a863eb8137250d6ca8087f69a2e191f0b3aa906ff,1847480.0,M,42.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,UNKNOWN,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-10-30 16:45:00,10,CLEAR,DAYLIGHT,REAR END,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",10/30/2024 05:43:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,0.0,16,4,10,41.869080629,-87.671739362,POINT (-87.671739361974 41.869080628908),POINT (1164448.255650008 1895577.3978171484),2024,Fall,1.0,4,1,2.0,0.0,0.0
O1822791,DRIVER,72d00e05c8875a3f3f7dbcefcbd286b0215c232bf9a882fcb213abecead8e700585574b63f5bdf22f5e02999f0358de9302b2497e149dabb89af1f97bf1dc6af,1736240.0,F,36.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-05-19 19:30:00,30,CLEAR,DUSK,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",05/19/2024 10:45:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19,1,5,41.737946541,-87.64595595,POINT (-87.645955949571 41.737946540749),POINT (1171853.0648648827 1847848.0654403965),2024,Spring,0.0,2,1,2.0,0.0,0.0
O1742249,DRIVER,f2ffe633cd610ae3ed3c46b6384003fd0a408632bf109944564b1652a2ea9b1f11fd62ec33284ef313e2f93442c67b72fa50a6968a90c408c9666927fe651ce7,1658688.0,M,26.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,FAILED TO YIELD,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-01-17 08:30:00,20,CLEAR,DAYLIGHT,REAR END,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",01/17/2024 10:03:00 AM,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,4,1,41.800635255,-87.725172492,POINT (-87.725172491935 41.800635254621),POINT (1150071.2001247983 1870528.5666063137),2024,Winter,1.0,1,1,3.0,0.0,0.0
P421903,PASSENGER,682d53e9d4eca2d4f65d925b3f2ab1804ff7469d29a1f9a121e3a7cc3f219220f819d5e68b74b5bf72b7451e684edf1f151a6c66be4375348b7077f3cdd31847,1816519.0,F,28.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2024-09-15 00:30:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",09/15/2024 12:58:00 AM,IMPROPER OVERTAKING/PASSING,IMPROPER LANE USAGE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,1,9,41.875771337,-87.64732107,POINT (-87.647321069668 41.875771336631),POINT (1171079.6115430975 1898067.6874634582),2024,Fall,0.0,4,2,2.0,0.0,0.0
P389630,PASSENGER,b042793e695a2db94c8b564b093a7e01b84d1584005bc8cef145b0dad5bcb9e12ebf41649d1f9797b9c814841feed5929b76bbb2945b4d8bdd436745962ac97a,1679316.0,M,0.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2024-02-22 14:19:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",02/22/2024 02:24:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,7.0,0.0,14,5,2,41.851450004,-87.734649687,POINT (-87.734649686838 41.851450003709),POINT (1147358.1051654993 1889027.0659229371),2024,Winter,1.0,1,2,2.0,0.0,0.0
O1908973,DRIVER,a4b8351e98f549c2564914ba51cdaedad58f37e33711dda257c2e97372ed2442ccf442a0427a5843787bf108ca8485cb003305204f11eac0d9bb21ee3cc6813c,1818607.0,M,82.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,OTHER,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,,,2024-09-17 18:45:00,30,CLEAR,DAYLIGHT,OTHER OBJECT,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,N,"$501 - $1,500",09/17/2024 06:51:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,3,9,41.939319663,-87.712641285,POINT (-87.712641285082 41.939319663188),POINT (1153122.5590666907 1921089.2994350435),2024,Fall,1.0,4,1,3.0,0.0,0.0
O1815345,DRIVER,7180d0dc83c0b4ec113769ab7127b8b93bb0b8dc85a4e4e013830525ef711277b3a5435af7c6285085a3d7b3eeb4d41fec291ab6a65c27cd447985c6bd09b518,1729117.0,F,19.0,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,FAILED TO YIELD,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2024-05-09 21:15:00,30,RAIN,DARKNESS,ANGLE,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",05/09/2024 09:20:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,2,"REPORTED, NOT EVIDENT",3.0,0.0,0.0,0.0,3.0,1.0,0.0,21,5,5,41.721417636,-87.655446568,POINT (-87.655446567766 41.721417635816),POINT (1169310.2495957853 1841804.5592262659),2024,Spring,0.0,2,1,4.0,0.0,0.0
O1793704,DRIVER,68fa2d99c70ab34a9eee706915e720281ebf70ce2dc4318b1e5b344c4ec28fea37621ccae6937eb2965469100b117ec0c2c0a7dc75045c8d75fd4b29ce4fd7a0,1708294.0,F,47.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-04-09 08:50:00,10,CLEAR,DAYLIGHT,REAR END,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,04/09/2024 10:36:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,3,4,41.6852445,-87.619762923,POINT (-87.619762923231 41.685244500211),POINT (1179161.0086353768 1828702.2206086807),2024,Spring,0.0,2,1,2.0,0.0,0.0
P430017,PASSENGER,885d8ae21211e120b14de5c558dc0c50a76f67db9acbfb0361a3b2b9c8653391c981d98ed871e76caccf448ad1618df63142f9d7653f94d04c972cf2119f1af5,1852173.0,M,69.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2024-11-06 19:22:00,20,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",11/06/2024 08:12:00 PM,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",UNABLE TO DETERMINE,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,2.0,0.0,19,4,11,41.996290031,-87.716750888,POINT (-87.716750888199 41.996290030844),POINT (1151855.046552886 1941841.4627856442),2024,Fall,1.0,4,2,3.0,0.0,0.0
O1824269,DRIVER,afb14f4c084b5d37263b3b6f8e25b924e174f27dcff28c023deddcc0f0a725c166fbab3114653cab8e76cb48b20e02b9489a7e46ea2342839f0ab76655020be6,1737684.0,M,48.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2024-05-21 17:46:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,$500 OR LESS,05/21/2024 05:50:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,3,5,41.972420862,-87.768686085,POINT (-87.768686084534 41.97242086168),POINT (1137794.8397783504 1933046.052420276),2024,Spring,1.0,2,1,2.0,0.0,0.0
P400749,PASSENGER,954bf3963553206e527e19ff595634fd87388cc62f077935a480d31ae82e6b7d443b9e2cc1add50dd8ebb8990c357c00edadea5537d5abee4b93a6353919cdc2,1727058.0,M,31.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2024-05-07 12:07:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",05/07/2024 12:20:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12,3,5,41.868801288,-87.734912547,POINT (-87.734912547318 41.868801288458),POINT (1147242.42057912 1895349.3250602419),2024,Spring,1.0,2,2,3.0,0.0,0.0
P397267,PASSENGER,b0536778e3ef9d4790a4f20f74c926c71d21a3401566b1c16dc8c42172bdaa03387642685e24bffd1793455b7d0911f06951670377caace2a99a3ed68602305b,1712800.0,F,1.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2024-04-15 20:02:00,5,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,OTHER,,STRAIGHT AND LEVEL,DRY,OTHER,ON SCENE,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",04/15/2024 08:43:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,0.0,20,2,4,41.866237769,-87.710662129,POINT (-87.710662128796 41.866237768795),POINT (1153854.3335092324 1894462.1625755928),2024,Spring,0.0,2,2,3.0,0.0,0.0
O1755663,DRIVER,512594073255bece7f67d9a6a898d725c2958329770c7fcf5d5d3ecafc2e0a03593ce6fe30aadec5a89e5776b8dc9c8723561f74999c4d7688cb5885666578cb,1671637.0,F,70.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,UNKNOWN,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-02-08 08:25:00,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",02/08/2024 10:00:00 AM,NOT APPLICABLE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,5,2,41.931897723,-87.72710503,POINT (-87.727105030454 41.931897723146),POINT (1149206.4961306567 1918356.5692673647),2024,Winter,0.0,1,1,3.0,0.0,0.0
