PERSON_ID,PERSON_TYPE,CRASH_RECORD_ID,VEHICLE_ID,SEX,AGE,AIRBAG_DEPLOYED,EJECTION,INJURY_CLASSIFICATION,DRIVER_ACTION,DRIVER_VISION,PHYSICAL_CONDITION,PEDPEDAL_ACTION,PEDPEDAL_VISIBILITY,PEDPEDAL_LOCATION,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,DOORING_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,geometry,YEAR,ADDRESS
O1350627,DRIVER,8d889baf103bd34f8d54d141a8e626185b0267e291528b1c16c439e4316bcd268fb505168ab724f6b4792db39ae04d182bef6d9df992772145806f3bc4359b27,1283267.0,M,32.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,FAILED TO YIELD,NOT OBSCURED,NORMAL,,,,,2022-06-03 15:15:00,30,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",06/03/2022 04:00:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,6,6,41.995789594,-87.806959756,POINT (-87.80695975617 41.995789593895),POINT (1127334.6928985808 1941495.450306817),2022,6312 N HARLEM AVE
P303633,PASSENGER,b12f44a8faef1d2bb3db67daf2873bb33bc442141c0be7898416c224c663d10c5453fde7f25b46240e9efd17d2a3ed5167e230350dd476f2d60ff063d16bb451,1296796.0,F,70.0,"DEPLOYED, FRONT",NONE,NO INDICATION OF INJURY,,,,,,,,2022-06-23 15:04:00,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",06/23/2022 03:06:00 PM,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER TURNING/NO SIGNAL,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15,5,6,41.721182299,-87.672829736,POINT (-87.672829735694 41.721182299204),POINT (1164565.350682521 1841681.9166424503),2022,2000 W 95TH ST
O1491128,DRIVER,c804f78acd5c9ba0688d3f85f3eacc1fb6462696a8f178c29332683f2806b7d8e4f5f63c6abfe4e5da70fb029a983ba579c97b6d5e15d830da9f75eeb8c1a1e2,1417497.0,M,37.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,UNKNOWN,,,,,2022-12-31 09:50:00,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",12/31/2022 11:03:00 AM,IMPROPER TURNING/NO SIGNAL,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9,7,12,41.92386969,-87.766140416,POINT (-87.76614041611 41.92386969041),POINT (1138604.1657994688 1915358.459371707),2022,5603 W FULLERTON AVE
P286545,PASSENGER,963a4822ad921f7b803bcced242c5602afed1bad3fe43b94abb8e67fb5cce9f5e6d37529a2d52b276f50846979dada962bbec5a228f24730d1ee3a64f7a6a11b,1221215.0,M,27.0,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,,,,,,,,2022-02-21 20:45:00,25,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,ALLEY,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",02/21/2022 10:00:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,3.0,0.0,20,2,2,41.875212609,-87.720970752,POINT (-87.720970751909 41.875212608624),POINT (1151023.1091321914 1897712.3774619275),2022,3809 W VAN BUREN ST
O1287757,DRIVER,4ec383c70ea733dc96778a436a7757ec5d20e9f3b1316ef70db2875d7df5e78440b3161a636afb5e063b09108c9967d6fcf74d74bfe298a48b04f2a783d590b1,1222777.0,F,17.0,"DEPLOYED, FRONT",NONE,NO INDICATION OF INJURY,FOLLOWED TOO CLOSELY,NOT OBSCURED,NORMAL,,,,,2022-02-24 16:52:00,30,SNOW,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",02/24/2022 09:20:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,5,2,41.988784954,-87.713786692,POINT (-87.713786691882 41.988784953866),POINT (1152680.5906302035 1939112.3863887321),2022,5909 N KIMBALL AVE
P310198,PASSENGER,cdfe9b0915038fae62b88a9745a386dcf8819c554ce2dcd858b1d135c80cc48103b45e368dc2d36652c8beaa9f3e4db1503edd52ca4abc5e6eb9c567f4b16596,1325726.0,F,7.0,DID NOT DEPLOY,NONE,NONINCAPACITATING INJURY,,,,,,,,2022-08-08 21:28:00,10,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,ALLEY,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",08/08/2022 09:28:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,2,NONINCAPACITATING INJURY,3.0,0.0,0.0,3.0,0.0,2.0,0.0,21,2,8,41.997433166,-87.700626862,POINT (-87.700626861712 41.997433166164),POINT (1156234.966830595 1942290.0007873646),2022,2823 W DEVON AVE
O1288083,DRIVER,d8e3aee363beaddb69dd83fa04c5bca855f0945d1e4a722a0d63dba267e19043a037038cfa2e79200c7da2ad14a8b65713649851e2ea88ff43193a48c8ec052e,1223111.0,M,27.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2022-02-25 12:57:00,35,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,DRY,WORN SURFACE,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"$501 - $1,500",02/25/2022 01:45:00 PM,EQUIPMENT - VEHICLE CONDITION,NOT APPLICABLE,,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12,6,2,41.758238179,-87.618467629,POINT (-87.618467629478 41.758238178553),POINT (1179293.951114716 1855303.276582404),2022,233 E 75TH ST
O1344724,DRIVER,54753336fe3da68dc5a5dcf873e18d29fac6235fc34fdf735d85cda016f96aeaa133f7c57e6c9d0de3917b03603d00ccc2bc1e2434627e17447bfa2b218be6a7,1277580.0,F,31.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,FOLLOWED TOO CLOSELY,NOT OBSCURED,NORMAL,,,,N,2022-05-25 18:18:00,30,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,$500 OR LESS,05/25/2022 06:22:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,18,4,5,41.887909127,-87.750298473,POINT (-87.750298473078 41.887909126802),POINT (1143004.425717353 1902283.347926995),2022,401 N LAVERGNE AVE
P281469,PASSENGER,7acec2c564327d51a579046aed698ad8d685041fa50092a46735323e7b31eca8b4a4899e3f039d989864bdecf054b8f33520b189ff705b7b6ca7cc1e9dccde01,1195752.0,F,50.0,DID NOT DEPLOY,NONE,NONINCAPACITATING INJURY,,,,,,,,2022-01-08 17:03:00,30,FREEZING RAIN/DRIZZLE,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,ICE,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",01/08/2022 05:35:00 PM,IMPROPER LANE USAGE,UNABLE TO DETERMINE,,2,NONINCAPACITATING INJURY,2.0,0.0,0.0,2.0,0.0,1.0,0.0,17,7,1,41.997709753,-87.684610029,POINT (-87.684610028567 41.997709753074),POINT (1160587.9866061043 1942423.3681665857),2022,2151 W DEVON AVE
O1257420,DRIVER,a81c0bbf2725afcd26e08beb931c82748bd403527a597633159ba763804f49fad64acd07d454d8e2c5852a635263c801cd6ab7f08846c1e9e80064692bd531f0,1193555.0,X,,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,,2022-01-04 14:10:00,25,CLEAR,DAYLIGHT,REAR END,ONE-WAY,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",01/04/2022 02:20:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14,3,1,41.758609006,-87.595721361,POINT (-87.595721360538 41.758609006103),POINT (1185498.9230855068 1855490.7955266763),2022,7500 S SOUTH CHICAGO AVE
O1366624,DRIVER,2d874eb27ca308e693eea3a01d8649fbe7422d233586c8c7eba70f4a45987f09c4a700d7bd1d67282e0424d82e30b7921ed9ea37ec3bab3dc5a74552fac7821a,1298540.0,M,,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,TOO FAST FOR CONDITIONS,UNKNOWN,UNKNOWN,,,,,2022-06-24 19:15:00,15,CLEAR,DAYLIGHT,PEDESTRIAN,ALLEY,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,$500 OR LESS,06/26/2022 06:49:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,FAILING TO YIELD RIGHT-OF-WAY,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,19,6,6,41.922198441,-87.665421226,POINT (-87.665421225534 41.922198440685),POINT (1166018.450712493 1914946.8496592254),2022,2226 N CLYBOURN AVE
O1453978,DRIVER,0846beae2edf40d75bcf64b11d28160b078f1305e320a853c13828c4f5cd40195422669e1c94f77d5aee74f21a79ba4662ec100e1a7ddfddd1ea935b874ecadc,1381855.0,M,,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,IMPROPER LANE CHANGE,UNKNOWN,UNKNOWN,,,,,2022-11-02 15:20:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",11/02/2022 05:30:00 PM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,4,11,41.928623344,-87.691814791,POINT (-87.691814790757 41.928623344081),POINT (1158818.0438377191 1917233.253770438),2022,2538 W LOGAN BLVD
O1462892,DRIVER,a46e01929ea190039073f47a343dc4b95eaa0aaba8c660470c18232f64c525c8172ef0369b9271497ece5ffeff94f83698a0631928b073cc0038d9392853c2fc,1390401.0,M,45.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,NORMAL,,,,,2022-11-16 07:50:00,30,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,WET,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"$501 - $1,500",11/16/2022 08:05:00 AM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7,4,11,41.904740318,-87.701797677,POINT (-87.701797676699 41.904740317525),POINT (1156165.6067134147 1908510.0898053357),2022,1301 N HUMBOLDT DR
O1492452,DRIVER,75013c983b3a95d9ca0c2002524bf3de8c9392c24d23ff4bb3d9b1bbfd809064a3b9a8577f2212973b5c37902d49b7cb7854ebcabc9710de52559a1db8a5fc59,1418758.0,M,,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,IMPROPER LANE CHANGE,NOT OBSCURED,NORMAL,,,,,2022-12-15 17:45:00,30,RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,PARKING LOT,WET,NO DEFECTS,,NO INJURY / DRIVE AWAY,,"OVER $1,500",12/15/2022 06:05:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,5,12,41.796086562,-87.723388642,POINT (-87.723388642168 41.796086562457),POINT (1150569.3479962582 1868874.499873395),2022,5324 S PULASKI RD
O1277434,DRIVER,0ed014261a8736c9bf549552d8e81757190cc9fc74d82dcb635951473f34d07c4fba550c19b226432ef2063b806761efb07fc1ae1c8432eb2195f9d22876e6bd,1212849.0,M,23.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,NORMAL,,,,,2022-02-07 15:20:00,15,SNOW,DAYLIGHT,ANGLE,FOUR WAY,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",02/07/2022 03:25:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,6.0,0.0,15,2,2,41.767328201,-87.664002427,POINT (-87.664002427358 41.76732820094),POINT (1166844.39644457 1858515.6530987704),2022,6940 S ASHLAND AVE
O1394125,DRIVER,2bde1149c62d58c00460136f0f5f9922e7a03cdd27f2c58fb9235e84f8337d11429485a885ee6e4e60b02b953207175bfc523e0f6f7be2ae33c22d5daef5460b,1324692.0,M,27.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,OTHER,NOT OBSCURED,NORMAL,,,,,2022-08-07 12:00:00,30,RAIN,DAYLIGHT,ANGLE,NOT DIVIDED,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",08/07/2022 12:20:00 PM,IMPROPER LANE USAGE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12,1,8,41.786358983,-87.703290352,POINT (-87.70329035209 41.786358983042),POINT (1156075.7391099357 1865369.363738912),2022,3158 W 59TH ST
O1343880,DRIVER,a077be802a18c27bd61b5139746299d6665b5b30daa081af3d7a21509059b254484442084ebf2282b0cd1c9f5d0c87e7944d19c471fc8f16c3491382b88ae349,1276776.0,M,33.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,FAILED TO YIELD,NOT OBSCURED,NORMAL,,,,,2022-05-22 18:30:00,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",05/24/2022 04:16:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18,1,5,41.836468348,-87.665566902,POINT (-87.665566902132 41.836468347729),POINT (1166221.871880438 1883706.5913284977),2022,3145 S ASHLAND AVE
O1342713,DRIVER,4859165ba533cfc03015f17e33af3f286ec6ae49aff5f741a2ef5d06a1d7720462c3db196f308a52928eed0397c60281322659631a1d1bcf0eb31d9f4ac39192,1275642.0,X,,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,,2022-05-22 05:12:00,30,CLEAR,DAYLIGHT,REAR END,FOUR WAY,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",05/22/2022 05:16:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5,1,5,41.773047822,-87.605913053,POINT (-87.605913052872 41.773047821886),POINT (1182673.7242950855 1860728.510609165),2022,6700 S COTTAGE GROVE AVE
O1449634,DRIVER,7495644dff69cc69783e52074a97a49e10362e5f96db7ea5045274b5bc6b4da29f0cf452e2093a5e97681df5de606dfeb10609bb84023b9223d338e197d3136e,1377774.0,M,59.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,,,,,2022-10-27 11:45:00,25,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",10/27/2022 01:30:00 PM,IMPROPER LANE USAGE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,5,10,41.994135052,-87.669996114,POINT (-87.669996114115 41.994135052343),POINT (1164570.4959835156 1941151.159729466),2022,6151 N CLARK ST
O1371931,DRIVER,5b51a5ff2aef5daacd2212f59a5680fb6acf69be4f67a444076b805db01f6d2f83b693dc39ffc3524d46a4a5be888291ac7d1e4fdddc65796e0b34dec7d39432,1303623.0,M,40.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,UNKNOWN,NOT OBSCURED,NORMAL,,,,,2022-07-04 07:30:00,30,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",07/04/2022 08:00:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7,2,7,41.998019258,-87.67701946,POINT (-87.677019460109 41.998019258165),POINT (1162650.423622998 1942551.8770423909),2022,6400 N RIDGE BLVD
O1317904,DRIVER,86cbd05d17475187f962cbd08eb591a8ff3b56968c31a98b1a8e0ad4611e3fa9c1db15cb3845aa2c03b464cd95ddd6f9abf0f3b482217b2ceb3fccf22e6b7d1f,1251730.0,F,33.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,,,,,2022-04-14 20:30:00,30,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",04/15/2022 02:45:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20,5,4,41.882024247,-87.636956843,POINT (-87.636956842867 41.882024247383),POINT (1173883.747873827 1900368.9732436878),2022,358 W MADISON ST
O1350789,DRIVER,d0f1402665865297a23b3718467f60c34a94978a4bda59361b1a28436e30657a0eea670000402dc7c960b369705e9413e49a044f70f6ae6f1518613ab3f90813,1283437.0,F,,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2022-06-03 17:30:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",06/03/2022 06:46:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,6,6,41.891044569,-87.620371839,POINT (-87.620371839074 41.891044569124),POINT (1178372.808407286 1903693.060160165),2022,500 N COLUMBUS DR
P300258,PASSENGER,ebde893ad6e9490a6544872ce970499f2405292b0ae3b6aac9f6693de477191c05701e0800cbe711c4ec7eb071d8ead5e7d8937e5dae4e020c09eac07e27fd4f,1283303.0,M,,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,,,,,2022-06-03 16:00:00,30,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",06/03/2022 04:45:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,6,6,41.762136277,-87.60563349,POINT (-87.605633490465 41.762136276864),POINT (1182783.6229687235 1856753.0717617287),2022,7300 S COTTAGE GROVE AVE
O1487423,DRIVER,bfe50ba80ce43d93cf1875c0fe90a7e9de9fd2375912a1b1e0349b56b82e293826adef7dadc5dab3987464c0901bca3dbf290b80e39dd4e4bc6ad7cf265b6a33,1413952.0,M,28.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2022-12-24 15:00:00,25,CLEAR,DAYLIGHT,TURNING,FOUR WAY,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",12/24/2022 03:30:00 PM,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,7,12,41.699388742,-87.658913357,POINT (-87.658913357315 41.699388741856),POINT (1168426.6957853786 1833770.054087312),2022,10700 S VINCENNES AVE
O1410612,DRIVER,db9968307ee7b68b167e01705c403afbef4f7f03f7042bd562ee640c92f9624610858576063ad61932b85bb1cd293ed041a6ed4270cbd81ba424e27b64e96e2e,1340469.0,F,,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,,,,,2022-09-01 13:00:00,35,CLEAR,DAYLIGHT,REAR TO SIDE,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,09/01/2022 01:30:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13,5,9,41.959467507,-87.836842051,POINT (-87.836842050614 41.959467506691),POINT (1119288.4487417755 1928211.0273826448),2022,8400 W MONTROSE AVE
O1412515,DRIVER,0745860be1d483a452ae99e3a19aca1bb330d1d9016c13c531282b1d18f3c57e95a1a0bbea04b574c6d2ed8bb7d097fe3bc812038cb64c9a944a5047da416ad6,1342275.0,X,,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,N,2022-09-03 17:30:00,20,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",09/03/2022 06:45:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17,7,9,41.956816263,-87.732422782,POINT (-87.732422782267 41.956816262849),POINT (1147695.8570569765 1927426.7598098272),2022,4147 N KEELER AVE
P306235,PASSENGER,54b3f32bddcde21f275b862c40b40fb50470772024b5fead3bcd7670f71f1a7a36696649ae41d26df4f4587341472c351ce3915417c0c5b29c1f43701966224e,1307647.0,F,,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,,,,,2022-07-11 11:30:00,25,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,$500 OR LESS,07/11/2022 11:40:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,2,7,41.901609013,-87.642940187,POINT (-87.642940187052 41.901609012544),POINT (1172196.9613335987 1907492.4941424867),2022,542 W HOBBIE ST
O1349229,DRIVER,553bb67e6f626d2903c08511886c009bf380ada6a388d0ee3144be64700569148acb4c461888c504106100ecc05e186f3f38b74c7e8d2a6bbe03a882528ad17b,1281907.0,F,63.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,NORMAL,,,,,2022-06-01 13:49:00,30,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",06/01/2022 02:26:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13,4,6,41.768028469,-87.566649893,POINT (-87.566649893195 41.768028469262),POINT (1193400.197954153 1858992.5279727401),2022,7000 S SOUTH SHORE DR
O1311993,DRIVER,e50f96436955929b0bab64f7defacd1fc0596da0026c9738f5c78f13627365905ffc761032aefc0b989327dc5d86f0dc1bbe8b4bf2d95e08d346dd3c134179fc,1246042.0,M,52.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2022-04-05 13:30:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",04/05/2022 02:20:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,3,4,41.913048372,-87.687439409,POINT (-87.68743940928 41.913048371613),POINT (1160051.4118239572 1911566.651939447),2022,1730 N WESTERN AVE
O1481656,DRIVER,11c8ef8509a585fef76189ec7be83e769a4dab476dc98bfad864912ee85f4906a548ba13ddb187f195d8afbdb4ed5e4be864de271bc26990693e13eeb803c1dc,1408390.0,M,56.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,,,,,2022-12-15 17:35:00,30,FREEZING RAIN/DRIZZLE,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,WET,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",12/15/2022 05:42:00 PM,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17,5,12,41.960346247,-87.785521687,POINT (-87.785521686653 41.960346246747),POINT (1133244.842235111 1928616.296481588),2022,6326 W MONTROSE AVE
